ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,Year
13009891,JH13009891,12/31/2025 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,true,1224,22,42,8,06,2025
13009892,JH13009892,12/31/2025 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,17,42,8,06,2025
13009893,JH13009893,12/31/2025 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,true,false,1224,19,42,8,06,2025
13009894,JH13009894,12/31/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,true,1224,20,42,8,06,2025
13009895,JH13009895,12/31/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,7,42,8,06,2025
13009896,JH13009896,12/31/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,8,42,8,06,2025
13009897,JH13009897,12/31/2025 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,false,1224,24,42,8,06,2025
13009898,JH13009898,12/31/2025 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2025
13009899,JH13009899,12/31/2025 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2025
13009900,JH13009900,12/31/2025 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,false,false,1224,14,42,8,06,2025
13009901,JH13009901,12/31/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2025
13009902,JH13009902,12/31/2025 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,true,false,1224,11,42,8,06,2025
13009903,JH13009903,12/31/2025 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,2,42,8,06,2025
13009904,JH13009904,12/31/2025 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,24,42,8,06,2025
13009905,JH13009905,12/31/2025 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,3,42,8,06,2025
13009906,JH13009906,12/31/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,14,42,8,06,2025
13009907,JH13009907,12/31/2025 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,true,1224,7,42,8,06,2025
13009908,JH13009908,12/31/2025 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,2,42,8,06,2025
13009909,JH13009909,12/31/2025 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,false,1224,2,42,8,06,2025
13009910,JH13009910,12/31/2025 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,3,42,8,06,2025
13009911,JH13009911,12/31/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,true,true,1224,14,42,8,06,2025
13009912,JH13009912,12/31/2025 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,true,false,1224,12,42,8,06,2025
13009913,JH13009913,12/31/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2025
13009914,JH13009914,12/31/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,19,42,8,06,2025
13009915,JH13009915,12/31/2025 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,true,1224,5,42,8,06,2025
13009916,JH13009916,12/31/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2025
13009917,JH13009917,12/31/2025 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,10,42,8,06,2025
13009918,JH13009918,12/31/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,6,42,8,06,2025
13009919,JH13009919,12/31/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,19,42,8,06,2025
13009920,JH13009920,12/31/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,true,1224,16,42,8,06,2025
13009921,JH13009921,12/31/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,15,42,8,06,2025
13009922,JH13009922,12/31/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,17,42,8,06,2025
13009923,JH13009923,12/31/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,4,42,8,06,2025
13009924,JH13009924,12/31/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2025
13009925,JH13009925,12/31/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,24,42,8,06,2025
13009926,JH13009926,12/31/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,true,false,1224,8,42,8,06,2025
13009927,JH13009927,12/31/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,true,1224,1,42,8,06,2025
13009928,JH13009928,12/31/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,true,1224,22,42,8,06,2025
13009929,JH13009929,12/31/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,25,42,8,06,2025
13009930,JH13009930,12/31/2025 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,25,42,8,06,2025
13009931,JH13009931,12/31/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,true,false,1224,14,42,8,06,2025
13009932,JH13009932,12/31/2025 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,true,1224,9,42,8,06,2025
13009933,JH13009933,12/31/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,true,1224,1,42,8,06,2025
13009934,JH13009934,12/31/2025 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,16,42,8,06,2025
13009935,JH13009935,12/31/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,16,42,8,06,2025
13009936,JH13009936,12/31/2025 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,true,true,1224,15,42,8,06,2025
13009937,JH13009937,12/31/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,5,42,8,06,2025
13009938,JH13009938,12/31/2025 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,18,42,8,06,2025
13009939,JH13009939,12/31/2025 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,true,false,1224,6,42,8,06,2025
13009940,JH13009940,12/31/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,9,42,8,06,2025
13009941,JH13009941,12/31/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,true,1224,22,42,8,06,2025
13009942,JH13009942,12/31/2025 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2025
13009943,JH13009943,12/31/2025 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,false,false,1224,24,42,8,06,2025
13009944,JH13009944,12/31/2025 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,true,1224,18,42,8,06,2025
13009945,JH13009945,12/31/2025 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,false,1224,7,42,8,06,2025
13009946,JH13009946,12/31/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,true,1224,8,42,8,06,2025
13009947,JH13009947,12/31/2025 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,true,1224,16,42,8,06,2025
13009948,JH13009948,12/31/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,6,42,8,06,2025
13009949,JH13009949,12/31/2025 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,true,1224,1,42,8,06,2025
13009950,JH13009950,12/31/2025 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,9,42,8,06,2025
13009951,JH13009951,12/31/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,true,1224,7,42,8,06,2025
13009952,JH13009952,12/31/2025 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,25,42,8,06,2025
13009953,JH13009953,12/31/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,22,42,8,06,2025
13009954,JH13009954,12/31/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2025
13009955,JH13009955,12/31/2025 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,false,false,1224,4,42,8,06,2025
13009956,JH13009956,12/31/2025 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2025
13009957,JH13009957,12/31/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,9,42,8,06,2025
13009958,JH13009958,12/31/2025 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,true,false,1224,2,42,8,06,2025
13009959,JH13009959,12/31/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,true,1224,17,42,8,06,2025
13009960,JH13009960,12/31/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,true,1224,2,42,8,06,2025
13009961,JH13009961,12/31/2025 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,false,1224,3,42,8,06,2025
13009962,JH13009962,12/31/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,15,42,8,06,2025
13009963,JH13009963,12/31/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,14,42,8,06,2025
13009964,JH13009964,12/31/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,18,42,8,06,2025
13009965,JH13009965,12/31/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,10,42,8,06,2025
13009966,JH13009966,12/31/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,3,42,8,06,2025
13009967,JH13009967,12/31/2025 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,4,42,8,06,2025
13009968,JH13009968,12/31/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,5,42,8,06,2025
13009969,JH13009969,12/31/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,11,42,8,06,2025
13009970,JH13009970,12/31/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,6,42,8,06,2025
13009971,JH13009971,12/31/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2025
13009972,JH13009972,12/31/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2025
13009973,JH13009973,01/01/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,22,42,8,06,2026
13009974,JH13009974,01/01/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,true,1224,18,42,8,06,2026
13009975,JH13009975,01/01/2026 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,true,false,1224,7,42,8,06,2026
13009976,JH13009976,01/01/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,4,42,8,06,2026
13009977,JH13009977,01/01/2026 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,12,42,8,06,2026
13009978,JH13009978,01/01/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,10,42,8,06,2026
13009979,JH13009979,01/01/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,true,false,1224,2,42,8,06,2026
13009980,JH13009980,01/01/2026 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,false,1224,15,42,8,06,2026
13009981,JH13009981,01/01/2026 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,false,1224,8,42,8,06,2026
13009982,JH13009982,01/01/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,true,false,1224,10,42,8,06,2026
13009983,JH13009983,01/01/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,true,false,1224,6,42,8,06,2026
13009984,JH13009984,01/01/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,2,42,8,06,2026
13009985,JH13009985,01/01/2026 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,false,false,1224,15,42,8,06,2026
13009986,JH13009986,01/01/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,11,42,8,06,2026
13009987,JH13009987,01/01/2026 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,true,true,1224,2,42,8,06,2026
13009988,JH13009988,01/01/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,true,1224,4,42,8,06,2026
13009989,JH13009989,01/01/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,6,42,8,06,2026
13009990,JH13009990,01/01/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,4,42,8,06,2026
13009991,JH13009991,01/01/2026 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,false,1224,25,42,8,06,2026
13009992,JH13009992,01/01/2026 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,true,false,1224,5,42,8,06,2026
13009993,JH13009993,01/01/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,6,42,8,06,2026
13009994,JH13009994,01/01/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,9,42,8,06,2026
13009995,JH13009995,01/01/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,25,42,8,06,2026
13009996,JH13009996,01/01/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,true,true,1224,25,42,8,06,2026
13009997,JH13009997,01/01/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,true,false,1224,17,42,8,06,2026
13009998,JH13009998,01/01/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,true,false,1224,11,42,8,06,2026
13009999,JH13009999,01/01/2026 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,false,false,1224,11,42,8,06,2026
13010000,JH13010000,01/01/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,24,42,8,06,2026
13010001,JH13010001,01/01/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,true,false,1224,24,42,8,06,2026
13010002,JH13010002,01/01/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,true,false,1224,10,42,8,06,2026
13010003,JH13010003,01/01/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2026
13010004,JH13010004,01/01/2026 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,true,1224,25,42,8,06,2026
13010005,JH13010005,01/01/2026 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,false,false,1224,18,42,8,06,2026
13010006,JH13010006,01/01/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,8,42,8,06,2026
13010007,JH13010007,01/01/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,true,false,1224,17,42,8,06,2026
13010008,JH13010008,01/01/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,true,1224,6,42,8,06,2026
13010009,JH13010009,01/01/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,15,42,8,06,2026
13010010,JH13010010,01/01/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,2,42,8,06,2026
13010011,JH13010011,01/01/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,9,42,8,06,2026
13010012,JH13010012,01/01/2026 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,false,false,1224,4,42,8,06,2026
13010013,JH13010013,01/01/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2026
13010014,JH13010014,01/01/2026 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,true,false,1224,18,42,8,06,2026
13010015,JH13010015,01/01/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2026
13010016,JH13010016,01/01/2026 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,false,1224,2,42,8,06,2026
13010017,JH13010017,01/01/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,18,42,8,06,2026
13010018,JH13010018,01/01/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,2,42,8,06,2026
13010019,JH13010019,01/01/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,true,false,1224,3,42,8,06,2026
13010020,JH13010020,01/01/2026 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,false,false,1224,4,42,8,06,2026
13010021,JH13010021,01/01/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,14,42,8,06,2026
13010022,JH13010022,01/01/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,12,42,8,06,2026
13010023,JH13010023,01/01/2026 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,false,false,1224,24,42,8,06,2026
13010024,JH13010024,01/01/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,5,42,8,06,2026
13010025,JH13010025,01/01/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,15,42,8,06,2026
13010026,JH13010026,01/01/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,true,1224,6,42,8,06,2026
13010027,JH13010027,01/01/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2026
13010028,JH13010028,01/01/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,true,1224,17,42,8,06,2026
13010029,JH13010029,01/01/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,true,true,1224,6,42,8,06,2026
13010030,JH13010030,01/01/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,14,42,8,06,2026
13010031,JH13010031,01/01/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,14,42,8,06,2026
13010032,JH13010032,01/01/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,true,false,1224,11,42,8,06,2026
13010033,JH13010033,01/01/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,17,42,8,06,2026
13010034,JH13010034,01/01/2026 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,false,1224,25,42,8,06,2026
13010035,JH13010035,01/01/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,15,42,8,06,2026
13010036,JH13010036,01/01/2026 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,11,42,8,06,2026
13010037,JH13010037,01/01/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,5,42,8,06,2026
13010038,JH13010038,01/01/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,10,42,8,06,2026
13010039,JH13010039,01/01/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,24,42,8,06,2026
13010040,JH13010040,01/01/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,16,42,8,06,2026
13010041,JH13010041,01/01/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,7,42,8,06,2026
13010042,JH13010042,01/01/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,3,42,8,06,2026
13010043,JH13010043,01/01/2026 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,true,false,1224,11,42,8,06,2026
13010044,JH13010044,01/01/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,9,42,8,06,2026
13010045,JH13010045,01/01/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,10,42,8,06,2026
13010046,JH13010046,01/01/2026 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,false,false,1224,4,42,8,06,2026
13010047,JH13010047,01/01/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,true,1224,25,42,8,06,2026
13010048,JH13010048,01/01/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,true,1224,22,42,8,06,2026
13010049,JH13010049,01/01/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,19,42,8,06,2026
13010050,JH13010050,01/01/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,15,42,8,06,2026
13010051,JH13010051,01/01/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,true,1224,9,42,8,06,2026
13010052,JH13010052,01/01/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,true,1224,22,42,8,06,2026
13010053,JH13010053,01/01/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,true,false,1224,17,42,8,06,2026
13010054,JH13010054,01/01/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,2,42,8,06,2026
13010055,JH13010055,01/01/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,true,false,1224,7,42,8,06,2026
13010056,JH13010056,01/01/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,true,1224,5,42,8,06,2026
13010057,JH13010057,01/01/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,24,42,8,06,2026
13010058,JH13010058,01/01/2026 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,false,false,1224,25,42,8,06,2026
13010059,JH13010059,01/01/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,18,42,8,06,2026
13010060,JH13010060,01/01/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,11,42,8,06,2026
13010061,JH13010061,01/01/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,4,42,8,06,2026
13010062,JH13010062,01/01/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,18,42,8,06,2026
13010063,JH13010063,01/01/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,24,42,8,06,2026
